,imgs,masks
12,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_13.png
13,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_14.png
14,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_15.png
15,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_16.png
16,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_17.png
17,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_18.png
18,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_19.png
19,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_20.png
20,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_21.png
21,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_22.png
22,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_23.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_23.png
23,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_24.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_24.png
24,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_25.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_25.png
25,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_26.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_26.png
26,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_27.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_27.png
27,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_28.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_28.png
28,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_29.png
29,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_30.png
30,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_31.png
31,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_32.png
32,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_33.png
33,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_34.png
34,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_35.png
35,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_36.png
36,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_37.png
37,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_38.png
38,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_39.png
39,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_40.png
40,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_41.png
41,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_42.png
42,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_43.png
43,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_44.png
44,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_45.png
45,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_46.png
46,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_47.png
47,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_48.png
48,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_49.png
49,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_50.png
50,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_51.png
51,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_52.png
52,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_53.png
53,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_54.png
54,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_55.png
55,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_56.png
56,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_57.png
57,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_58.png
58,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_59.png
59,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_60.png
60,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_61.png
61,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_62.png
62,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_63.png
63,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_64.png
64,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_65.png
65,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_66.png
66,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_67.png
67,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_68.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_68.png
68,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/img/case5013_69.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5013/mask_anatomy_inst/case5013_69.png
69,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_01.png
70,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_02.png
71,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_03.png
72,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_04.png
73,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_05.png
74,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_06.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_06.png
75,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_07.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_07.png
76,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_08.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_08.png
77,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_09.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_09.png
78,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_11.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_11.png
79,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_12.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_12.png
80,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_13.png
81,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_14.png
82,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_15.png
83,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_16.png
84,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_17.png
85,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_18.png
86,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_19.png
87,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_20.png
88,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_21.png
89,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_22.png
90,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_23.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_23.png
91,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_24.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_24.png
92,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_25.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_25.png
93,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_26.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_26.png
94,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_27.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_27.png
95,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_28.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_28.png
96,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_29.png
97,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_30.png
98,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_31.png
99,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_32.png
100,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_33.png
101,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_34.png
102,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_35.png
103,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_36.png
104,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_37.png
105,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_38.png
106,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_39.png
107,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_40.png
108,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_41.png
109,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_42.png
110,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_43.png
111,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_44.png
112,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_45.png
113,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_46.png
114,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_47.png
115,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_48.png
116,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_49.png
117,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_50.png
118,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_51.png
119,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_52.png
120,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_53.png
121,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_54.png
122,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_55.png
123,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_56.png
124,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_57.png
125,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_58.png
126,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_59.png
127,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_60.png
128,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_61.png
129,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/img/case5300_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5300/mask_anatomy_inst/case5300_62.png
130,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/img/case5301_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/mask_anatomy_inst/case5301_01.png
131,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/img/case5301_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/mask_anatomy_inst/case5301_02.png
132,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/img/case5301_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/mask_anatomy_inst/case5301_03.png
133,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/img/case5301_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/mask_anatomy_inst/case5301_04.png
134,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/img/case5301_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5301/mask_anatomy_inst/case5301_05.png
