,imgs,masks
48,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_49.png
49,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_50.png
50,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_51.png
51,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_52.png
52,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_53.png
53,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_54.png
54,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_55.png
55,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_56.png
56,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_57.png
57,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_58.png
58,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_59.png
59,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_60.png
60,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_61.png
61,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_62.png
62,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_63.png
63,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_64.png
64,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_65.png
65,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_66.png
66,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_67.png
67,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_68.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_68.png
68,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_69.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_69.png
69,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_70.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_70.png
70,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_71.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_71.png
71,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_72.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_72.png
72,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_73.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_73.png
73,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_74.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_74.png
74,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_75.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_75.png
75,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_76.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_76.png
76,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_77.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_77.png
77,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_78.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_78.png
78,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_79.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_79.png
79,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/img/case5014_80.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5014/mask_anatomy_inst/case5014_80.png
80,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_01.png
81,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_02.png
82,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_03.png
83,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_04.png
84,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_05.png
85,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_06.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_06.png
86,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_07.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_07.png
87,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_08.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_08.png
88,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_09.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_09.png
89,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_10.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_10.png
90,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_11.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_11.png
91,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_12.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_12.png
92,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_13.png
93,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_14.png
94,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_15.png
95,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_16.png
96,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_17.png
97,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_18.png
98,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_19.png
99,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_20.png
100,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_21.png
101,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_22.png
102,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_23.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_23.png
103,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_24.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_24.png
104,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_25.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_25.png
105,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_26.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_26.png
106,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_27.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_27.png
107,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_28.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_28.png
108,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_29.png
109,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_30.png
110,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_31.png
111,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_32.png
112,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_33.png
113,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_34.png
114,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_35.png
115,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_36.png
116,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_37.png
117,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_38.png
118,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_39.png
119,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_40.png
120,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_41.png
121,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_42.png
122,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_43.png
123,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_44.png
124,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_45.png
125,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_46.png
126,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_47.png
127,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_48.png
128,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_49.png
129,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_50.png
130,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_51.png
131,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_52.png
132,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_53.png
133,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_54.png
134,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/img/case5015_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5015/mask_anatomy_inst/case5015_55.png
